order,family,species,asymmetry,ellipticity,egg_length_cm,Species1,Family1,Order1,Mass,Hand.Wing.Index,Wing.Length,Kipps.Distance,Tail.Length,Tarsus.Length,Beak.Length_Culmen,Migration,Primary.Lifestyle,_merge
CHARADRIIFORMES,Laridae,Larus californicus,0.2662,0.4806,6.6474,Larus californicus,Laridae,Charadriiformes,683.4,58.4,377.0,220.2,140.0,57.0,55.7,2,Terrestrial,both
CHARADRIIFORMES,Laridae,Larus canus,0.2173,0.4312,5.7221,Larus canus,Laridae,Charadriiformes,412.5,58.6,351.0,206.2,133.8,49.4,47.8,3,Terrestrial,both
CHARADRIIFORMES,Laridae,Larus cirrocephalus,0.3232,0.525,5.3752,Larus cirrocephalus,Laridae,Charadriiformes,374.7,55.6,319.0,176.2,124.6,49.5,47.5,1,Aerial,both
CHARADRIIFORMES,Laridae,Larus delawarensis,0.2452,0.4527,6.0373,Larus delawarensis,Laridae,Charadriiformes,516.3,56.2,366.0,205.5,133.2,51.2,48.1,2,Terrestrial,both
CHARADRIIFORMES,Laridae,Larus dominicanus,0.1929,0.3987,6.6962,Larus dominicanus,Laridae,Charadriiformes,952.4,55.6,402.0,224.0,154.2,64.7,64.7,1,Generalist,both
CHARADRIIFORMES,Laridae,Larus fuscus,0.2393,0.4749,6.8727,Larus fuscus,Laridae,Charadriiformes,762.4,57.4,412.2,235.5,147.0,61.5,62.3,2,Generalist,both
CHARADRIIFORMES,Laridae,Larus genei,0.241,0.4097,5.4963,Larus genei,Laridae,Charadriiformes,281.0,56.9,300.8,171.5,110.2,49.4,52.1,2,Generalist,both
CHARADRIIFORMES,Laridae,Larus glaucescens,0.2268,0.4411,7.0849,Larus glaucescens,Laridae,Charadriiformes,1056.5,53.0,411.8,218.2,166.0,65.2,69.8,3,Generalist,both
CHARADRIIFORMES,Laridae,Larus glaucoides,0.2536,0.5312,7.2188,Larus glaucoides,Laridae,Charadriiformes,693.3,54.9,395.8,216.7,157.1,58.3,59.0,3,Generalist,both
CHARADRIIFORMES,Laridae,Larus heermanni,0.2416,0.4384,5.8825,Larus heermanni,Laridae,Charadriiformes,500.0,55.2,336.2,185.8,133.2,51.6,56.3,1,Aerial,both
CHARADRIIFORMES,Laridae,Larus hemprichii,0.1988,0.3784,5.8058,Larus hemprichii,Laridae,Charadriiformes,451.7,58.6,340.8,197.5,122.7,50.7,55.7,1,Terrestrial,both
CHARADRIIFORMES,Laridae,Larus hyperboreus,0.2681,0.4601,7.3257,Larus hyperboreus,Laridae,Charadriiformes,1529.0,51.8,463.0,240.9,188.2,71.2,76.5,3,Generalist,both
CHARADRIIFORMES,Laridae,Larus livens,0.2197,0.5027,7.2358,Larus livens,Laridae,Charadriiformes,1322.0,45.7,403.5,187.0,151.0,66.8,70.4,2,Generalist,both
CHARADRIIFORMES,Laridae,Larus maculipennis,0.2161,0.3754,5.0894,Larus maculipennis,Laridae,Charadriiformes,339.0,55.1,291.2,159.0,108.2,43.8,41.4,1,Generalist,both
CHARADRIIFORMES,Laridae,Larus marinus,0.2803,0.486,7.8012,Larus marinus,Laridae,Charadriiformes,1649.7,52.3,478.2,248.1,185.7,74.2,79.1,2,Terrestrial,both
CHARADRIIFORMES,Laridae,Larus minutus,0.2,0.3722,4.3342,,,,,,,,,,,,,left_only
CHARADRIIFORMES,Laridae,Larus novaehollandiae,0.2283,0.4629,5.3401,Larus novaehollandiae,Laridae,Charadriiformes,269.0,53.0,277.3,146.5,107.6,44.3,39.6,1,Generalist,both
CHARADRIIFORMES,Laridae,Larus occidentalis,0.242,0.4886,7.1106,Larus occidentalis,Laridae,Charadriiformes,922.8,51.0,397.5,200.6,145.2,64.2,64.8,2,Generalist,both
CHARADRIIFORMES,Laridae,Larus philadelphia,0.1788,0.384,4.6936,Larus philadelphia,Laridae,Charadriiformes,210.7,59.0,259.4,153.2,95.6,32.3,35.0,2,Aerial,both
CHARADRIIFORMES,Laridae,Larus pipixcan,0.2646,0.4316,5.141,Larus pipixcan,Laridae,Charadriiformes,280.0,55.6,279.4,154.5,95.2,39.9,39.8,3,Generalist,both
CHARADRIIFORMES,Laridae,Larus ridibundus,0.2163,0.4132,5.2997,Larus ridibundus,Laridae,Charadriiformes,284.0,58.6,291.2,169.9,109.8,41.4,43.4,2,Generalist,both
CHARADRIIFORMES,Laridae,Leucophaeus scoresbii,0.2052,0.4392,6.0441,,,,,,,,,,,,,left_only
CHARADRIIFORMES,Laridae,Pagophila eburnea,0.2828,0.459,5.8352,Pagophila eburnea,Laridae,Charadriiformes,550.0,61.0,333.4,201.8,137.0,38.7,45.1,2,Aerial,both
CHARADRIIFORMES,Laridae,Rissa brevirostris,0.2817,0.4309,5.6341,Rissa brevirostris,Laridae,Charadriiformes,377.0,62.2,299.8,185.2,112.8,30.0,38.2,2,Aerial,both
CHARADRIIFORMES,Laridae,Rissa tridactyla,0.2552,0.3851,5.5084,Rissa tridactyla,Laridae,Charadriiformes,416.0,59.4,301.0,179.1,116.0,33.9,44.5,2,Aerial,both
CHARADRIIFORMES,Laridae,Rynchops niger,0.1725,0.383,4.5526,Rynchops niger,Laridae,Charadriiformes,297.7,67.4,365.7,246.5,130.5,32.3,83.7,2,Aerial,both
CHARADRIIFORMES,Laridae,Sterna acuticauda,0.1756,0.3316,3.222,Sterna acuticauda,Laridae,Charadriiformes,153.0,67.4,223.8,153.8,145.5,14.1,40.7,2,Aerial,both
CHARADRIIFORMES,Laridae,Sterna albifrons,0.1906,0.357,3.0758,,,,,,,,,,,,,left_only
CHARADRIIFORMES,Laridae,Sterna aleutica,0.2897,0.5311,4.3587,,,,,,,,,,,,,left_only
CHARADRIIFORMES,Laridae,Sterna anaethetus,0.2166,0.4745,4.8174,,,,,,,,,,,,,left_only
CHARADRIIFORMES,Laridae,Sterna aurantia,0.1689,0.3706,4.3214,Sterna aurantia,Laridae,Charadriiformes,209.0,63.0,262.2,166.8,168.2,20.3,43.5,2,Aerial,both
CHARADRIIFORMES,Laridae,Sterna bergii,0.3019,0.455,6.2359,,,,,,,,,,,,,left_only
CHARADRIIFORMES,Laridae,Sterna caspia,0.2373,0.4561,6.4067,,,,,,,,,,,,,left_only
CHARADRIIFORMES,Laridae,Sterna dougallii,0.2341,0.4152,4.1273,Sterna dougallii,Laridae,Charadriiformes,112.0,69.1,223.8,156.0,165.8,19.7,45.3,3,Aerial,both
CHARADRIIFORMES,Laridae,Sterna elegans,0.2732,0.4981,5.4904,,,,,,,,,,,,,left_only
CHARADRIIFORMES,Laridae,Sterna forsteri,0.2561,0.4528,4.3439,Sterna forsteri,Laridae,Charadriiformes,149.0,68.7,252.6,173.5,131.4,24.3,45.3,3,Aerial,both
CHARADRIIFORMES,Laridae,Sterna fuscata,0.2401,0.4734,5.1725,,,,,,,,,,,,,left_only
CHARADRIIFORMES,Laridae,Sterna hirundinacea,0.359,0.4711,4.716,Sterna hirundinacea,Laridae,Charadriiformes,188.0,68.4,296.6,202.8,171.6,21.5,49.9,3,Aerial,both
CHARADRIIFORMES,Laridae,Sterna hirundo,0.2157,0.4011,4.1283,Sterna hirundo,Laridae,Charadriiformes,129.2,67.3,253.3,170.6,129.8,19.5,44.5,3,Aerial,both
CHARADRIIFORMES,Laridae,Sterna maxima,0.3183,0.4899,6.5323,,,,,,,,,,,,,left_only
CHARADRIIFORMES,Laridae,Sterna nilotica,0.2211,0.4238,4.6696,,,,,,,,,,,,,left_only
CHARADRIIFORMES,Laridae,Sterna paradisaea,0.2121,0.3807,4.0492,Sterna paradisaea,Laridae,Charadriiformes,110.0,69.1,262.7,181.1,179.6,16.1,37.8,3,Aerial,both
CHARADRIIFORMES,Laridae,Sterna repressa,0.2315,0.3808,4.1045,Sterna repressa,Laridae,Charadriiformes,90.0,69.0,241.4,166.2,136.0,18.2,40.6,2,Aerial,both
CHARADRIIFORMES,Laridae,Sterna sandvicensis,0.2806,0.4781,5.2328,,,,,,,,,,,,,left_only
CHARADRIIFORMES,Laridae,Sterna striata,0.3052,0.4619,4.7973,Sterna striata,Laridae,Charadriiformes,129.0,69.0,273.8,188.5,170.0,20.9,51.3,2,Aerial,both
CHARADRIIFORMES,Laridae,Sterna sumatrana,0.2856,0.4146,3.945,Sterna sumatrana,Laridae,Charadriiformes,106.0,65.9,215.5,142.0,120.5,18.5,39.1,2,Aerial,both
CHARADRIIFORMES,Laridae,Sterna superciliaris,0.1713,0.3485,3.198,,,,,,,,,,,,,left_only
CHARADRIIFORMES,Laridae,Sterna trudeaui,0.3106,0.5099,4.4482,Sterna trudeaui,Laridae,Charadriiformes,153.0,70.1,256.2,180.8,132.6,24.0,47.8,2,Aerial,both
CHARADRIIFORMES,Laridae,Xema sabini,0.2552,0.4106,4.4835,Xema sabini,Laridae,Charadriiformes,198.0,59.4,265.0,156.8,114.4,33.3,32.1,2,Generalist,both
CHARADRIIFORMES,Recurvirostridae,Himantopus mexicanus,0.3098,0.4592,4.354,,,,,,,,,,,,,left_only
CHARADRIIFORMES,Recurvirostridae,Recurvirostra americana,0.3432,0.4977,4.9576,Recurvirostra americana,Recurvirostridae,Charadriiformes,304.5,47.8,218.2,104.4,81.8,92.0,91.2,2,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Actitis hypoleucos,0.3186,0.4108,3.5532,Actitis hypoleucos,Scolopacidae,Charadriiformes,48.0,48.0,109.9,51.1,57.4,22.4,30.1,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Actitis macularius,0.3112,0.3841,3.1437,Actitis macularius,Scolopacidae,Charadriiformes,40.4,47.5,100.4,47.6,53.0,24.2,25.7,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Arenaria melanocephala,0.3602,0.395,3.9718,Arenaria melanocephala,Scolopacidae,Charadriiformes,126.2,51.1,142.0,72.5,61.2,25.8,25.4,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Bartramia longicauda,0.3225,0.4119,4.4447,Bartramia longicauda,Scolopacidae,Charadriiformes,158.9,52.9,159.0,83.7,79.4,48.7,32.9,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Calidris alpina,0.3971,0.4786,3.4468,Calidris alpina,Scolopacidae,Charadriiformes,51.9,53.4,115.1,61.6,48.6,24.7,36.9,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Calidris melanotos,0.4288,0.4514,3.769,Calidris melanotos,Scolopacidae,Charadriiformes,79.7,53.4,125.2,67.1,54.4,26.0,32.1,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Calidris minutilla,0.4847,0.5026,2.9011,Calidris minutilla,Scolopacidae,Charadriiformes,22.9,37.7,86.4,32.1,39.2,18.4,20.3,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Calidris ptilocnemis,0.4682,0.543,3.9089,Calidris ptilocnemis,Scolopacidae,Charadriiformes,81.3,49.8,130.5,65.0,58.8,23.7,34.3,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Catoptrophorus semipalmatus,0.3971,0.4308,5.3917,,,,,,,,,,,,,left_only
CHARADRIIFORMES,Scolopacidae,Gallinago gallinago,0.3219,0.4563,3.9769,Gallinago gallinago,Scolopacidae,Charadriiformes,112.9,44.3,127.9,56.6,54.0,30.0,69.7,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Gallinago gallinago1,0.3097,0.4429,3.8543,,,,,,,,,,,,,left_only
CHARADRIIFORMES,Scolopacidae,Gallinago paraguaiae,0.2543,0.4337,4.3464,Gallinago paraguaiae,Scolopacidae,Charadriiformes,109.4,38.0,115.8,44.0,48.0,31.4,68.2,2,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Limicola falcinellus,0.3473,0.3799,3.0342,,,,,,,,,,,,,left_only
CHARADRIIFORMES,Scolopacidae,Limnodromus griseus,0.3291,0.4245,3.9478,Limnodromus griseus,Scolopacidae,Charadriiformes,110.5,50.3,143.0,71.8,55.2,33.6,61.0,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Limosa fedoa,0.3203,0.4874,5.8421,Limosa fedoa,Scolopacidae,Charadriiformes,357.0,52.5,224.8,118.0,77.2,71.6,112.5,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Limosa haemastica,0.3048,0.4992,5.2708,Limosa haemastica,Scolopacidae,Charadriiformes,253.3,57.5,210.2,121.5,73.0,56.1,86.2,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Limosa limosa,0.4287,0.5156,5.4411,Limosa limosa,Scolopacidae,Charadriiformes,288.4,51.5,215.6,110.2,78.0,78.0,113.5,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Numenius americanus,0.3273,0.4465,6.6098,Numenius americanus,Scolopacidae,Charadriiformes,583.9,49.7,266.8,132.6,94.8,84.5,164.0,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Numenius arquata,0.394,0.4537,6.6281,Numenius arquata,Scolopacidae,Charadriiformes,803.0,53.2,292.2,155.9,111.3,82.7,145.8,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Numenius phaeopus,0.3913,0.4656,5.7441,Numenius phaeopus,Scolopacidae,Charadriiformes,364.6,53.5,233.0,123.4,99.8,59.9,92.1,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Phalaropus fulicarius,0.4142,0.4796,3.0472,Phalaropus fulicarius,Scolopacidae,Charadriiformes,55.6,52.8,126.3,65.4,51.8,26.9,31.4,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Phalaropus lobatus,0.3441,0.4578,3.019,Phalaropus lobatus,Scolopacidae,Charadriiformes,36.7,49.6,109.0,54.4,50.6,18.8,24.4,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Philomachus pugnax,0.427,0.5061,4.3012,,,,,,,,,,,,,left_only
CHARADRIIFORMES,Scolopacidae,Scolopax minor,0.2305,0.4002,3.9242,Scolopax minor,Scolopacidae,Charadriiformes,196.3,30.6,129.8,40.0,63.4,31.3,71.9,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Scolopax rusticola,0.2332,0.2904,4.2483,Scolopax rusticola,Scolopacidae,Charadriiformes,308.3,39.4,192.4,75.1,84.8,34.2,76.7,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Steganopus tricolor,0.332,0.445,3.2077,Steganopus tricolor,Scolopacidae,Charadriiformes,59.4,56.2,127.8,73.0,59.0,23.2,27.3,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Tringa flavipes,0.4213,0.4928,4.0009,Tringa flavipes,Scolopacidae,Charadriiformes,77.5,52.8,152.6,79.8,65.6,49.6,41.4,3,Terrestrial,both
CHARADRIIFORMES,Scolopacidae,Tringa totanus,0.3984,0.4099,4.2849,Tringa totanus,Scolopacidae,Charadriiformes,129.0,47.2,156.9,74.1,64.1,47.3,45.1,3,Terrestrial,both
CHARADRIIFORMES,Stercorariidae,Catharacta maccormicki,0.2881,0.5237,7.6627,Catharacta maccormicki,Stercorariidae,Charadriiformes,1347.1,50.0,386.8,192.8,135.0,56.2,52.7,3,Aerial,both
CHARADRIIFORMES,Stercorariidae,Catharacta skua,0.2747,0.4073,6.7837,Catharacta skua,Stercorariidae,Charadriiformes,1338.2,53.3,394.6,210.0,146.4,61.7,54.4,3,Aerial,both
CHARADRIIFORMES,Stercorariidae,Stercorarius longicaudus,0.2764,0.4564,5.5264,Stercorarius longicaudus,Stercorariidae,Charadriiformes,287.9,60.2,301.7,181.4,245.5,40.7,32.9,3,Aerial,both
CHARADRIIFORMES,Stercorariidae,Stercorarius parasiticus,0.2586,0.459,5.9276,Stercorarius parasiticus,Stercorariidae,Charadriiformes,444.3,60.2,310.5,188.3,172.0,41.5,36.1,3,Aerial,both
CHARADRIIFORMES,Stercorariidae,Stercorarius pomarinus,0.2115,0.3634,6.2088,Stercorarius pomarinus,Stercorariidae,Charadriiformes,692.5,55.8,350.8,196.1,175.6,52.0,45.8,3,Aerial,both
CHARADRIIFORMES,Turnicidae,Turnix ocellatus,0.1428,0.2422,2.6713,Turnix ocellatus,Turnicidae,Charadriiformes,110.0,27.4,93.5,25.5,31.0,25.9,16.8,1,Terrestrial,both
CHARADRIIFORMES,Turnicidae,Turnix suscitator,0.1415,0.2658,2.4937,Turnix suscitator,Turnicidae,Charadriiformes,49.1,20.8,82.8,16.6,25.1,24.6,15.8,1,Terrestrial,both
CHARADRIIFORMES,Turnicidae,Turnix sylvaticus,0.0828,0.361,2.3104,Turnix sylvaticus,Turnicidae,Charadriiformes,52.7,27.2,83.8,23.0,42.0,21.9,14.0,1,Terrestrial,both
